,index,filename,path,utt_num,who,role,postcodes,gems,utterance,startTime,endTime,emotion_words,context,decimal_age,age_group,label
185,358,030002,childes/Eng-NA/Braunwald/0diary/030002,3,CHI,Target_Child,,,we're having a good weekend right,,,['good'],"['SIS:she said', 'SIS:caca clay and pee_pee', 'CHI:which one you wanna have when our blender gets worn out', 'CHI:wanna see which kinda tv you wanna buy', 'CHI:and which kinda blender', ""CHI:we're having a good weekend right""]",3.0,3-4,Emotion.
186,359,030004,childes/Eng-NA/Braunwald/0diary/030004,20,CHI,Target_Child,,,my milkshake tastes good,,,['good'],"[""CHI:Daddy I'm not gonna ever scream"", 'FAT:good', ""CHI:I'm gonna take much"", ""CHI:so much you can't believe it"", ""CHI:my mommy can't believe how much I'm taking"", 'CHI:my milkshake tastes good']",3.0,3-4,Taste
187,360,030004,childes/Eng-NA/Braunwald/0diary/030004,21,CHI,Target_Child,,,it's good,,,['good'],"['FAT:good', ""CHI:I'm gonna take much"", ""CHI:so much you can't believe it"", ""CHI:my mommy can't believe how much I'm taking"", 'CHI:my milkshake tastes good', ""CHI:it's good""]",3.0,3-4,Taste
188,361,030004,childes/Eng-NA/Braunwald/0diary/030004,25,CHI,Target_Child,,,it's good,,,['good'],"['CHI:my milkshake tastes good', ""CHI:it's good"", 'CHI:I tasted it', 'SIS:I never knew apple shakes tasted so good', 'CHI:smell my apple shake', ""CHI:it's good""]",3.0,3-4,Emotion
189,362,030006,childes/Eng-NA/Braunwald/0diary/030006,20,CHI,Target_Child,,,that's a good song Joanna terrific,,,['good'],"[""CHI:I'm allergic that bug you know it"", ""CHI:I'm allergic that buggy"", 'CHI:you guys whatcha doing up there', 'SIS:playing with tinkertoy', 'SIS:Red Ted Ned went to sleep in a bed', ""CHI:that's a good song Joanna terrific""]",3.0,3-4,Emotion
190,363,030017,childes/Eng-NA/Braunwald/0diary/030017,7,CHI,Target_Child,,,she's such a good girl Joanna is,,,['good'],"['CHI:you look sharp sharp', ""CHI:Daddy we saw a snail who's walking"", ""CHI:Daddy we saw a snail who's walking"", 'FAT:where did he walk', ""CHI:he's walking at our house"", ""CHI:she's such a good girl Joanna is""]",3.0,3-4,Praise
191,365,030122,childes/Eng-NA/Braunwald/0diary/030122,5,CHI,Target_Child,,,the strawberries are good,,,['good'],"['CHI:I was really hungry', 'CHI:what are those', 'CHI:I wonder what they are', 'MOT:those', 'MOT:those are bread sticks', 'CHI:the strawberries are good']",3.08,3-4,Taste
192,366,030124,childes/Eng-NA/Braunwald/0diary/030124,0,CHI,Target_Child,,,I'm a good helper girl,,,['good'],"['MOT:you mean tomorrow', 'CHI:is this upside_up', ""SIS:no it's right_side_up"", 'CHI:look what Joanna did', 'CHI:this is scribble scrabble', ""CHI:I'm a good helper girl""]",3.08,3-4,Emotion
193,369,030206,childes/Eng-NA/Braunwald/0diary/030206,24,CHI,Target_Child,,,I'm extremely angry because this is not getting good enough for me,,,"['angry', 'good']","['MOT:she did', 'CHI:but I am', ""CHI:Mommy I wasn't dumping your purse"", 'CHI:I was just looking in it', ""CHI:I picked up my baby at the babysitter's"", ""CHI:I'm extremely angry because this is not getting good enough for me""]",3.17,3-4,Emotion
194,374,030301,childes/Eng-NA/Braunwald/0diary/030301,21,CHI,Target_Child,,,good,,,['good'],"['MOT:I saved the house jobs for you', 'CHI:oh thank_you', ""MOT:you're welcome"", 'CHI:did you make the bed', 'MOT:no', 'CHI:good']",3.25,3-4,Approval
195,376,030309,childes/Eng-NA/Braunwald/0diary/030309,1,CHI,Target_Child,,,that's a good idea,,,['good'],"['CHI:more cow cheese', 'MOT:okay here you go', 'CHI:lucky I asked', 'CHI:lucky me I get more cow cheese', ""CHI:my other hand is really freezing and I don't have another pocket"", ""CHI:that's a good idea""]",3.25,3-4,Approval
196,388,030406,childes/Eng-NA/Braunwald/0diary/030406,5,CHI,Target_Child,,,could I lick this since I did a good job,,,['good'],"[""CHI:Daddy I'm getting better at my letters"", ""FAT:good I'm glad you're getting better"", ""CHI:see how she put her feet in because she doesn't know what to do right"", ""MOT:that's right"", ""CHI:well mine didn't fall apart like this Joanna's did"", 'CHI:could I lick this since I did a good job']",3.33,3-4,Task
197,394,030417,childes/Eng-NA/Braunwald/0diary/030417,10,CHI,Target_Child,,,milk is good better than water Joanna,,,['good'],"[""CHI:I get the rest since I'm the nut server"", 'CHI:you show love by eating', 'CHI:by eating you show love', 'MOT:how do you show love Laura', 'CHI:by eating', 'CHI:milk is good better than water Joanna']",3.33,3-4,Preference
198,396,030424,childes/Eng-NA/Braunwald/0diary/030424,4,CHI,Target_Child,,,I'm really a good eater huh Mama,,,['good'],"['CHI:I forgot her name', ""CHI:that's enough for Mother"", ""CHI:that's enough for Susan"", ""MOT:no we'll give her a birthday party on her birthday"", 'CHI:no one get the first piece except me', ""CHI:I'm really a good eater huh Mama""]",3.33,3-4,Capability
